company_id,period_id,metric_id,actual_budget,amount
CC0044,20242,13,BUDGET,59278943.75502852
CC0062,20242,13,BUDGET,5105679.671918925
CC0023,20242,13,BUDGET,14867647.39510012
CC0045,20242,13,BUDGET,31814075.451000586
CC0047,20242,13,BUDGET,47435904.04999998
CC0014,20242,13,BUDGET,16845433
CC0058,20242,13,BUDGET,711996.9115063928
CC0009,20242,13,BUDGET,3618022.3507974213
CC0020,20242,13,BUDGET,752664.9039786838
CC0002,20242,13,BUDGET,170963.47
CC0017,20242,13,BUDGET,51554628
CC0010,20242,13,BUDGET,-1701763
CC0053,20242,13,BUDGET,35590.527083333334
CC0057,20242,13,BUDGET,61992.20541666669
CC0080,20243,13,ACTUAL,7665457
CC0024,20243,13,ACTUAL,2404394.9599999995
CC0050,20243,13,ACTUAL,141876
CC0003,20243,13,ACTUAL,53604162.69999957
CC0085,20243,13,ACTUAL,25526824.9
CC0010,20243,13,ACTUAL,43162891.81999998
CC0046,20243,13,ACTUAL,17969796.503947772
CC0013,20243,13,ACTUAL,21589448
CC0044,20243,13,ACTUAL,81448575.96000004
CC0011,20243,13,ACTUAL,75078607.08999999
CC0025,20243,13,ACTUAL,5559285.709999999
CC0001,20243,13,ACTUAL,78023970.48000002
CC0006,20243,13,ACTUAL,9064059.020000046
CC0031,20243,13,ACTUAL,7761599.870000012
CC0047,20243,13,ACTUAL,58277574.52671101
CC0017,20243,13,ACTUAL,37961519.421018295
CC0062,20243,13,ACTUAL,3281287.21
CC0059,20243,13,ACTUAL,1625106.2635000013
CC0043,20243,13,ACTUAL,5003914.770000001
CC0066,20243,13,ACTUAL,3647962.4100000113
CC0002,20243,13,ACTUAL,51777.5
CC0057,20243,13,ACTUAL,13454.840000000084
CC0058,20243,13,ACTUAL,173868
CC0007,20243,13,ACTUAL,344271
CC0023,20243,13,ACTUAL,1156017.5157999955
CC0014,20243,13,ACTUAL,-855791.2200000398
CC0005,20243,13,ACTUAL,-5194911
CC0045,20243,13,ACTUAL,-10578342.330784902
CC0020,20243,13,ACTUAL,-160229
CC0009,20243,13,ACTUAL,-1338003.2500000005
CC0053,20243,13,ACTUAL,-17067
CC0004,20243,13,ACTUAL,-6533330.07
CC0080,20243,13,BUDGET,-3792016.180050959
CC0024,20243,13,BUDGET,698975.779629871
CC0050,20243,13,BUDGET,42018.965320370444
CC0003,20243,13,BUDGET,21688178
CC0085,20243,13,BUDGET,11784746.25217937
CC0010,20243,13,BUDGET,25016170.36116723
CC0046,20243,13,BUDGET,10745488.664444536
CC0013,20243,13,BUDGET,15228488
CC0044,20243,13,BUDGET,62332521.91936756
CC0011,20243,13,BUDGET,68697127.41637899
CC0025,20243,13,BUDGET,5214392.453878218
CC0001,20243,13,BUDGET,73704034.0605058
CC0006,20243,13,BUDGET,8846545.16
CC0031,20243,13,BUDGET,7591861.413505256
CC0047,20243,13,BUDGET,74427411.19085234
CC0017,20243,13,BUDGET,52098847
CC0062,20243,13,BUDGET,5105679.67191893
CC0059,20243,13,BUDGET,3734335.202428654
CC0043,20243,13,BUDGET,10659012.149942867
CC0066,20243,13,BUDGET,11106005.79727408
CC0002,20243,13,BUDGET,170963.48
CC0057,20243,13,BUDGET,53286.20541666669
CC0058,20243,13,BUDGET,725541.6238351598
CC0007,20243,13,BUDGET,3272675.6125071524
CC0023,20243,13,BUDGET,14519326.167490773
CC0014,20243,13,BUDGET,21958030.412128553
CC0005,20243,13,BUDGET,38353789.71980623
CC0045,20243,13,BUDGET,64058000
CC0020,20243,13,BUDGET,761196.6089751485
CC0009,20243,13,BUDGET,3590343.456257486
CC0053,20243,13,BUDGET,28690.527083333334
CC0004,20243,13,BUDGET,-2378661.6020138897
CC0023,20244,13,ACTUAL,6698400.685039168
CC0031,20244,13,ACTUAL,1184089.7199999988
CC0024,20244,13,ACTUAL,2686974.3300000005
CC0066,20244,13,ACTUAL,2841713.110000003
CC0017,20244,13,ACTUAL,9670477.758232698
CC0057,20244,13,ACTUAL,11945
CC0013,20244,13,ACTUAL,25198120
CC0019,20244,13,ACTUAL,-391626
CC0085,20244,13,ACTUAL,31480478.990000002
CC0080,20244,13,ACTUAL,8736199.209999993
CC0001,20244,13,ACTUAL,73812640.59
CC0062,20244,13,ACTUAL,3172979.210000002
CC0059,20244,13,ACTUAL,5053004.7785
CC0025,20244,13,ACTUAL,4724985.859999999
CC0008,20244,13,ACTUAL,1863
CC0053,20244,13,ACTUAL,-89443.5
CC0028,20244,13,ACTUAL,-709227.79
CC0020,20244,13,ACTUAL,-160229
CC0006,20244,13,ACTUAL,7642014.240000039
CC0047,20244,13,ACTUAL,33215333.861572426
CC0058,20244,13,ACTUAL,536260
CC0007,20244,13,ACTUAL,4413173
CC0050,20244,13,ACTUAL,201953
CC0011,20244,13,ACTUAL,23853162.150000006
CC0044,20244,13,ACTUAL,11163121.019999996
CC0043,20244,13,ACTUAL,1195050.9
CC0046,20244,13,ACTUAL,602451.3744307011
CC0014,20244,13,ACTUAL,362198.12999996915
CC0003,20244,13,ACTUAL,482687.9100000113
CC0045,20244,13,ACTUAL,-9602175.654000029
CC0009,20244,13,ACTUAL,-426066.6500000013
CC0002,20244,13,ACTUAL,-2332
CC0005,20244,13,ACTUAL,-646956
CC0004,20244,13,ACTUAL,-6534810
CC0010,20244,13,ACTUAL,-60384661.47
CC0023,20244,13,BUDGET,576330.7855974026
CC0031,20244,13,BUDGET,280897.65291176736
CC0024,20244,13,BUDGET,698975.779629871
CC0066,20244,13,BUDGET,-2975267.396484591
CC0017,20244,13,BUDGET,-10239978.152576158
CC0057,20244,13,BUDGET,5658.306333333254
CC0013,20244,13,BUDGET,12491463.574776744
CC0019,20244,13,BUDGET,-893299
CC0085,20244,13,BUDGET,20900595.020241447
CC0080,20244,13,BUDGET,6469517.6725805625
CC0001,20244,13,BUDGET,62569487.87
CC0062,20244,13,BUDGET,2220650.347079365
CC0059,20244,13,BUDGET,4365636.821052105
CC0025,20244,13,BUDGET,4554231.743835583
CC0008,20244,13,BUDGET,1863
CC0053,20244,13,BUDGET,-89443.5
CC0028,20244,13,BUDGET,-709227.79
CC0020,20244,13,BUDGET,-160229
CC0006,20244,13,BUDGET,8331595.999999996
CC0047,20244,13,BUDGET,42953275.742644444
CC0058,20244,13,BUDGET,743619.5228305936
CC0007,20244,13,BUDGET,7783972.140288574
CC0050,20244,13,BUDGET,352505.49988888885
CC0011,20244,13,BUDGET,53233151.63325211
CC0044,20244,13,BUDGET,54357936.40645204
CC0043,20244,13,BUDGET,12083558.907589657
CC0046,20244,13,BUDGET,11613027.595425554
CC0014,20244,13,BUDGET,19250968.0854138
CC0003,20244,13,BUDGET,36013808
CC0045,20244,13,BUDGET,54919155.51205906
CC0009,20244,13,BUDGET,2000456.1379146846
CC0002,20244,13,BUDGET,5032.99
CC0005,20244,13,BUDGET,1079010.129882643
CC0004,20244,13,BUDGET,-1968469.7830435634
CC0010,20244,13,BUDGET,-5303015.99206993
CC0007,20245,13,ACTUAL,7127910
CC0057,20245,13,ACTUAL,29428
CC0017,20245,13,ACTUAL,14277490.230723187
CC0023,20245,13,ACTUAL,7252443.71505606
CC0020,20245,13,ACTUAL,777815.75
CC0013,20245,13,ACTUAL,22613816
CC0046,20245,13,ACTUAL,20209194.519999992
CC0004,20245,13,ACTUAL,-3574007.0299999993
CC0085,20245,13,ACTUAL,16370217.479999993
CC0044,20245,13,ACTUAL,82789166.57
CC0028,20245,13,ACTUAL,-3608804.8157922225
CC0024,20245,13,ACTUAL,933402.9099999997
CC0019,20245,13,ACTUAL,-546896.4591666667
CC0062,20245,13,ACTUAL,2958046.49
CC0080,20245,13,ACTUAL,8111536.968274616
CC0059,20245,13,ACTUAL,5916154.184
CC0025,20245,13,ACTUAL,5156217.059999999
CC0066,20245,13,ACTUAL,-2677307.479999993
CC0008,20245,13,ACTUAL,6528
CC0053,20245,13,ACTUAL,-92118.5
CC0001,20245,13,ACTUAL,70932396.31
CC0050,20245,13,ACTUAL,222335
CC0003,20245,13,ACTUAL,33155710.469999954
CC0006,20245,13,ACTUAL,4629157.650000008
CC0058,20245,13,ACTUAL,166800
CC0011,20245,13,ACTUAL,15866489.210000008
CC0047,20245,13,ACTUAL,7637382.225505747
CC0031,20245,13,ACTUAL,588141
CC0043,20245,13,ACTUAL,0
CC0045,20245,13,ACTUAL,0
CC0014,20245,13,ACTUAL,-726045.8900000006
CC0009,20245,13,ACTUAL,-563673.9999999963
CC0002,20245,13,ACTUAL,-10248
CC0005,20245,13,ACTUAL,-2121844.530000001
CC0010,20245,13,ACTUAL,-52536153.550000004
CC0007,20245,13,BUDGET,46997.318552012555
CC0057,20245,13,BUDGET,1930.501333333319
CC0017,20245,13,BUDGET,-1684116.9292487393
CC0023,20245,13,BUDGET,3142804.6089266427
CC0020,20245,13,BUDGET,414214
CC0013,20245,13,BUDGET,12776735.676800163
CC0046,20245,13,BUDGET,12184169.91307887
CC0004,20245,13,BUDGET,-7757211.502488007
CC0085,20245,13,BUDGET,10651568.197794272
CC0044,20245,13,BUDGET,56752855.52551774
CC0028,20245,13,BUDGET,-5713994.709202856
CC0024,20245,13,BUDGET,698975.779629871
CC0019,20245,13,BUDGET,-812734.654491463
CC0062,20245,13,BUDGET,2220650.347079365
CC0080,20245,13,BUDGET,6484309.784327827
CC0059,20245,13,BUDGET,4927876.441155277
CC0025,20245,13,BUDGET,4554231.743835583
CC0066,20245,13,BUDGET,-3057339.533986192
CC0008,20245,13,BUDGET,6528
CC0053,20245,13,BUDGET,-92118.5
CC0001,20245,13,BUDGET,73103028
CC0050,20245,13,BUDGET,352505.49988888885
CC0003,20245,13,BUDGET,57083808
CC0006,20245,13,BUDGET,8082371.858000006
CC0058,20245,13,BUDGET,359381.80515936075
CC0011,20245,13,BUDGET,39822599.65035337
CC0047,20245,13,BUDGET,62556817.62942941
CC0031,20245,13,BUDGET,5291171.014026873
CC0043,20245,13,BUDGET,0
CC0045,20245,13,BUDGET,0
CC0014,20245,13,BUDGET,20330818.34059695
CC0009,20245,13,BUDGET,957825.4194932338
CC0002,20245,13,BUDGET,9557
CC0005,20245,13,BUDGET,1916196.8747140067
CC0010,20245,13,BUDGET,-7505089.610514075
CC0013,20246,13,ACTUAL,60694065
CC0017,20246,13,ACTUAL,16105424.683300257
CC0007,20246,13,ACTUAL,11409209
CC0004,20246,13,ACTUAL,-326773.5
CC0080,20246,13,ACTUAL,9852857.254600003
CC0057,20246,13,ACTUAL,8331
CC0006,20246,13,ACTUAL,11131120.45999997
CC0025,20246,13,ACTUAL,5477486.050000001
CC0003,20246,13,ACTUAL,49842728.780000046
CC0019,20246,13,ACTUAL,-711902.4758333334
CC0044,20246,13,ACTUAL,57191437.03999997
CC0047,20246,13,ACTUAL,36105449.04482398
CC0028,20246,13,ACTUAL,-3420317.505665065
CC0059,20246,13,ACTUAL,4899817
CC0066,20246,13,ACTUAL,-4193105.509999998
CC0001,20246,13,ACTUAL,68347765.03000002
CC0062,20246,13,ACTUAL,1839096.7799999993
CC0014,20246,13,ACTUAL,13897397.479999967
CC0023,20246,13,ACTUAL,3104589.3551893868
CC0011,20246,13,ACTUAL,23368618.059999995
CC0043,20246,13,ACTUAL,-1855503
CC0050,20246,13,ACTUAL,183829
CC0058,20246,13,ACTUAL,182417
CC0046,20246,13,ACTUAL,1550908.4068444408
CC0031,20246,13,ACTUAL,805581.6700000018
CC0005,20246,13,ACTUAL,814620
CC0008,20246,13,ACTUAL,4092
CC0053,20246,13,ACTUAL,-112350
CC0020,20246,13,ACTUAL,
CC0085,20246,13,ACTUAL,
CC0009,20246,13,ACTUAL,-396605.0999999996
CC0045,20246,13,ACTUAL,-22035494.510999948
CC0024,20246,13,ACTUAL,-1537465.8199999998
CC0002,20246,13,ACTUAL,-21615
CC0010,20246,13,ACTUAL,-53224000.86000001
CC0013,20246,13,BUDGET,11843726.197425434
CC0017,20246,13,BUDGET,3666194
CC0007,20246,13,BUDGET,3835646.5495694624
CC0004,20246,13,BUDGET,-5595544.835821341
CC0080,20246,13,BUDGET,6505282.302847609
CC0057,20246,13,BUDGET,5658.306333333254
CC0006,20246,13,BUDGET,8261644.938000006
CC0025,20246,13,BUDGET,4554231.743835583
CC0003,20246,13,BUDGET,43599808
CC0019,20246,13,BUDGET,-743255.6831913731
CC0044,20246,13,BUDGET,56199770.65686459
CC0047,20246,13,BUDGET,35755279.160565786
CC0028,20246,13,BUDGET,-3439349.597045321
CC0059,20246,13,BUDGET,4968767.358146599
CC0066,20246,13,BUDGET,-3966654.024341725
CC0001,20246,13,BUDGET,79210010.44
CC0062,20246,13,BUDGET,2220650.347079365
CC0014,20246,13,BUDGET,18891262.708129577
CC0023,20246,13,BUDGET,4700308.157853933
CC0011,20246,13,BUDGET,35538901.739528835
CC0043,20246,13,BUDGET,-1378524.4224103438
CC0050,20246,13,BUDGET,352505.49988888885
CC0058,20246,13,BUDGET,882838.9258333333
CC0046,20246,13,BUDGET,10906789.568893742
CC0031,20246,13,BUDGET,8873182.60786017
CC0005,20246,13,BUDGET,35914979.63237851
CC0008,20246,13,BUDGET,0
CC0053,20246,13,BUDGET,0
CC0020,20246,13,BUDGET,
CC0085,20246,13,BUDGET,
CC0009,20246,13,BUDGET,1439390.420513275
CC0045,20246,13,BUDGET,42097071.120199054
CC0024,20246,13,BUDGET,698975.779629871
CC0002,20246,13,BUDGET,9557
CC0010,20246,13,BUDGET,-6056090.73440215
CC0057,20247,13,ACTUAL,13538
CC0080,20247,13,ACTUAL,2837788.856200002
CC0013,20247,13,ACTUAL,97639056
CC0007,20247,13,ACTUAL,2062973
CC0005,20247,13,ACTUAL,7588391
CC0043,20247,13,ACTUAL,-968547
CC0020,20247,13,ACTUAL,818140.75
CC0017,20247,13,ACTUAL,11351038.327409253
CC0085,20247,13,ACTUAL,13061009.149999999
CC0044,20247,13,ACTUAL,72729017.43999994
CC0050,20247,13,ACTUAL,457756
CC0001,20247,13,ACTUAL,97537824.92999999
CC0014,20247,13,ACTUAL,26997879.85000001
CC0059,20247,13,ACTUAL,5657782.308
CC0003,20247,13,ACTUAL,49842728.780000046
CC0011,20247,13,ACTUAL,66967029.10999997
CC0006,20247,13,ACTUAL,8909832.009999918
CC0025,20247,13,ACTUAL,4037093.0500000007
CC0089,20247,13,ACTUAL,-1664384.7700000005
CC0023,20247,13,ACTUAL,5457028.594364889
CC0062,20247,13,ACTUAL,1669185.0500000007
CC0047,20247,13,ACTUAL,38500384.78410074
CC0046,20247,13,ACTUAL,8844065.900000002
CC0066,20247,13,ACTUAL,426386.75000000745
CC0045,20247,13,ACTUAL,20958696.281999916
CC0031,20247,13,ACTUAL,5127357.56000001
CC0009,20247,13,ACTUAL,662054.9499999955
CC0028,20247,13,ACTUAL,-5259241.920001825
CC0008,20247,13,ACTUAL,5196
CC0053,20247,13,ACTUAL,-89354
CC0058,20247,13,ACTUAL,-290995.55000000005
CC0004,20247,13,ACTUAL,-2006443.666666667
CC0002,20247,13,ACTUAL,-16644.05
CC0019,20247,13,ACTUAL,-837564.5258333336
CC0010,20247,13,ACTUAL,-34947785.89
CC0024,20247,13,ACTUAL,-5657576.669999999
CC0057,20247,13,BUDGET,463.46458333334886
CC0080,20247,13,BUDGET,-345956.3775112778
CC0013,20247,13,BUDGET,24812787.244222287
CC0007,20247,13,BUDGET,-1576813.5755822463
CC0005,20247,13,BUDGET,3020656.219188528
CC0043,20247,13,BUDGET,-3705801.8272603443
CC0020,20247,13,BUDGET,507563
CC0017,20247,13,BUDGET,7447560.919365069
CC0085,20247,13,BUDGET,9543498.926467424
CC0044,20247,13,BUDGET,55737783.162092775
CC0050,20247,13,BUDGET,352505.49988888885
CC0001,20247,13,BUDGET,76094733
CC0014,20247,13,BUDGET,22537211.34307661
CC0059,20247,13,BUDGET,4741705.080499717
CC0003,20247,13,BUDGET,43599808
CC0011,20247,13,BUDGET,60687554.60531996
CC0006,20247,13,BUDGET,8752902.156000007
CC0025,20247,13,BUDGET,3985226.4084955826
CC0089,20247,13,BUDGET,-1664384.7700000005
CC0023,20247,13,BUDGET,5580063.042512031
CC0062,20247,13,BUDGET,2220650.347079365
CC0047,20247,13,BUDGET,56713593.064504914
CC0046,20247,13,BUDGET,16660519.74733004
CC0066,20247,13,BUDGET,920220.3125461377
CC0045,20247,13,BUDGET,53758863.60774289
CC0031,20247,13,BUDGET,13060019.052769862
CC0009,20247,13,BUDGET,1736709.8960741656
CC0028,20247,13,BUDGET,-3089302.94643615
CC0008,20247,13,BUDGET,0
CC0053,20247,13,BUDGET,0
CC0058,20247,13,BUDGET,847264.4958333333
CC0004,20247,13,BUDGET,4330384.293136438
CC0002,20247,13,BUDGET,9557
CC0019,20247,13,BUDGET,-202905.54134137393
CC0010,20247,13,BUDGET,-7989222.713315085
CC0024,20247,13,BUDGET,659610.2168808711
CC0080,20248,13,ACTUAL,2616730.579999998
CC0013,20248,13,ACTUAL,105728435
CC0010,20248,13,ACTUAL,11579944
CC0005,20248,13,ACTUAL,12307975
CC0006,20248,13,ACTUAL,29607772.98999992
CC0003,20248,13,ACTUAL,101313440.32000005
CC0066,20248,13,ACTUAL,9690242.239999995
CC0001,20248,13,ACTUAL,128016576.78999995
CC0044,20248,13,ACTUAL,82293176.27000004
CC0062,20248,13,ACTUAL,2419213.9400000013
CC0023,20248,13,ACTUAL,7614824.671918556
CC0017,20248,13,ACTUAL,25175404.511761174
CC0089,20248,13,ACTUAL,-1891244.02
CC0025,20248,13,ACTUAL,3944925.3599999994
CC0047,20248,13,ACTUAL,27412775.793587767
CC0085,20248,13,ACTUAL,23597513.79
CC0011,20248,13,ACTUAL,42153387.23999996
CC0059,20248,13,ACTUAL,3661875
CC0014,20248,13,ACTUAL,16582990
CC0031,20248,13,ACTUAL,9019271.619999975
CC0024,20248,13,ACTUAL,355539.37999999995
CC0050,20248,13,ACTUAL,186967
CC0007,20248,13,ACTUAL,2763659
CC0045,20248,13,ACTUAL,18024698.498
CC0046,20248,13,ACTUAL,3696034
CC0028,20248,13,ACTUAL,-5408612
CC0008,20248,13,ACTUAL,5287
CC0053,20248,13,ACTUAL,-58685
CC0009,20248,13,ACTUAL,-632573.5600000052
CC0058,20248,13,ACTUAL,-384582
CC0002,20248,13,ACTUAL,-5000
CC0004,20248,13,ACTUAL,-3462634.58
CC0020,20248,13,ACTUAL,-705170.6499999999
CC0019,20248,13,ACTUAL,-731979.87
CC0043,20248,13,ACTUAL,-2614342
CC0057,20248,13,ACTUAL,-13690
CC0080,20248,13,BUDGET,-338006.59986653924
CC0013,20248,13,BUDGET,14911960.239638127
CC0010,20248,13,BUDGET,-2748830.2096013725
CC0005,20248,13,BUDGET,3375510.0200755075
CC0006,20248,13,BUDGET,9090987.381333333
CC0003,20248,13,BUDGET,50029808
CC0066,20248,13,BUDGET,5550701.344665792
CC0001,20248,13,BUDGET,81093689
CC0044,20248,13,BUDGET,53226193.30507882
CC0062,20248,13,BUDGET,2220650.347079365
CC0023,20248,13,BUDGET,7241562.8377746865
CC0017,20248,13,BUDGET,24047541.6234621
CC0089,20248,13,BUDGET,-1891244.02
CC0025,20248,13,BUDGET,3985226.4084955826
CC0047,20248,13,BUDGET,27893588.345416397
CC0085,20248,13,BUDGET,25903692.03731987
CC0011,20248,13,BUDGET,51798209.68167927
CC0059,20248,13,BUDGET,4773745.97620627
CC0014,20248,13,BUDGET,22943766.34713375
CC0031,20248,13,BUDGET,15448064.781519063
CC0024,20248,13,BUDGET,659610.2168808711
CC0050,20248,13,BUDGET,352505.49988888885
CC0007,20248,13,BUDGET,5613230.685451702
CC0045,20248,13,BUDGET,50963379.43684289
CC0046,20248,13,BUDGET,17364955.46555974
CC0028,20248,13,BUDGET,-2839780.3076718654
CC0008,20248,13,BUDGET,0
CC0053,20248,13,BUDGET,0
CC0009,20248,13,BUDGET,1604098.2125887424
CC0058,20248,13,BUDGET,850368.4958333333
CC0002,20248,13,BUDGET,9557
CC0004,20248,13,BUDGET,4067884.2931364384
CC0020,20248,13,BUDGET,245343.5704027851
CC0019,20248,13,BUDGET,-98760.74074886297
CC0043,20248,13,BUDGET,431198.1727396557
CC0057,20248,13,BUDGET,463.46458333334886
CC0010,20249,13,ACTUAL,50795397.61000003
CC0057,20249,13,ACTUAL,113256.84000000008
CC0066,20249,13,ACTUAL,3082527.7699999996
CC0080,20249,13,ACTUAL,1650575.0399999917
CC0021,20249,13,ACTUAL,1680832
CC0003,20249,13,ACTUAL,90896485.42
CC0013,20249,13,ACTUAL,41494790
CC0006,20249,13,ACTUAL,17105674.460000023
CC0058,20249,13,ACTUAL,1447398.66
CC0004,20249,13,ACTUAL,765675.0133333337
CC0062,20249,13,ACTUAL,3324704.840000001
CC0044,20249,13,ACTUAL,75947346.56000002
CC0059,20249,13,ACTUAL,5780684
CC0023,20249,13,ACTUAL,8484988.07833939
CC0025,20249,13,ACTUAL,4044754.129999999
CC0008,20249,13,ACTUAL,4894
CC0089,20249,13,ACTUAL,-1264616.3499999996
CC0047,20249,13,ACTUAL,30962092.318513863
CC0085,20249,13,ACTUAL,19294470.049999997
CC0001,20249,13,ACTUAL,76609042.89000002
CC0050,20249,13,ACTUAL,324574
CC0002,20249,13,ACTUAL,8362
CC0046,20249,13,ACTUAL,12111346.267399983
CC0007,20249,13,ACTUAL,5615938
CC0017,20249,13,ACTUAL,9123150.4271532
CC0011,20249,13,ACTUAL,26504312.25999999
CC0014,20249,13,ACTUAL,11507567.369999945
CC0045,20249,13,ACTUAL,4029144.7499999255
CC0005,20249,13,ACTUAL,-1948428
CC0031,20249,13,ACTUAL,-3788889.8700000085
CC0009,20249,13,ACTUAL,-174679.79000000097
CC0024,20249,13,ACTUAL,-646242.4199999999
CC0043,20249,13,ACTUAL,-3322525.58
CC0020,20249,13,ACTUAL,-682256
CC0028,20249,13,ACTUAL,-7252155.970884576
CC0019,20249,13,ACTUAL,-741929.5300000001
CC0010,20249,13,BUDGET,-1707234.0446550548
CC0057,20249,13,BUDGET,-3886.910416666651
CC0066,20249,13,BUDGET,-447933.4782374203
CC0080,20249,13,BUDGET,-332440.41452780366
CC0021,20249,13,BUDGET,512663.3523784
CC0003,20249,13,BUDGET,29382808
CC0013,20249,13,BUDGET,13650101.520827394
CC0006,20249,13,BUDGET,9741494.764000002
CC0058,20249,13,BUDGET,880147.9258333333
CC0004,20249,13,BUDGET,472643.19543560594
CC0062,20249,13,BUDGET,2220650.347079365
